artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Rudolf von Alt,1832,cityscape,2024,1629,343201,wikiart,Romanticism,View of the Stephansdom from Stock im Eisen Platz,train_and_test,TRUE,41226.jpg
Vincent van Gogh,1889,sketch and study,1576,2092,550125,wikiart,Post-Impressionism,Cypresses,train_and_test,TRUE,15632.jpg
Konstantin Yuon,1930,portrait,2085,1581,778368,wikiart,Realism,"Portrait of Three painters (Kukriniksi). M.V. Kupriyanov, P.N. Krilov, N.A. Sokolov",train_and_test,TRUE,70241.jpg
Moise Kisling,1935,landscape,1590,2073,326524,wikiart,Post-Impressionism,Eucalyptus and palm,train_and_test,TRUE,73916.jpg
William-Adolphe Bouguereau,,portrait,1648,2000,566347,wikiart,Neoclassicism,The Italian tambourine,train_and_test,TRUE,44107.jpg
Henri Matisse,1918,portrait,1614,2042,546005,wikiart,Post-Impressionism,Marguerite Wearing a Hat,train_and_test,TRUE,11367.jpg
Antoine Watteau,c.1715,pastorale,2024,1628,238178,wikiart,Rococo,Italian Recreation,train_and_test,TRUE,99167.jpg
Eugene Boudin,,marina,2172,1517,2179509,wikiart,Impressionism,Untitled,train_and_test,TRUE,82738.jpg
Francis Picabia,,figurative,1512,2179,694387,wikiart,Surrealism,Catax,train_and_test,TRUE,53923.jpg
Matthias Grünewald,c.1500,portrait,1680,1961,1657998,wikiart,Northern Renaissance,Coburg Panel,train_and_test,TRUE,3267.jpg
Rudolf von Alt,,interior,2000,1647,1254733,wikiart,Romanticism,Interieur of castleIn Renaissance Style,train_and_test,TRUE,89948.jpg
Vladimir Borovikovsky,1805,portrait,1647,2000,1449846,wikiart,Rococo,Portrait of the author Alexander Labsin,train_and_test,TRUE,72139.jpg
Edouard Cortes,,cityscape,2000,1647,999027,wikiart,Post-Impressionism,Boulevard a Paris,train_and_test,TRUE,15369.jpg
Gustave Courbet,c.1868,landscape,2024,1627,372872,wikiart,Realism,Landscape with Tree,train_and_test,TRUE,65039.jpg
Thomas Gainsborough,c.1750,portrait,2024,1627,335006,wikiart,Rococo,"Portrait of Heneage Lloyd and his Sister, Lucy",train_and_test,TRUE,22217.jpg
Jean-Honore Fragonard,1770,self-portrait,1576,2089,1194574,wikiart,Rococo,Self-portrait,train_only,TRUE,7522.jpg
Pavel Fedotov,,genre painting,1576,2089,161109,wikiart,Realism,The Widow,train_and_test,TRUE,33217.jpg
Erte,,design,1487,2214,275971,wikiart,Art Deco,Asian Princess,train_and_test,TRUE,55045.jpg
Auguste Herbin,1911,landscape,2000,1646,783874,wikiart,Cubism,Dropsgezicht ,train_and_test,TRUE,42139.jpg
Antoine Watteau,1714,genre painting,2024,1626,478013,wikiart,Rococo,The pleasures of the ball,train_and_test,TRUE,10708.jpg
Georges de la Tour,c.1644,religious painting,2024,1626,198239,wikiart,Tenebrism,The Adoration of the Shepherds,train_only,TRUE,18452.jpg
Utagawa Kuniyoshi,,portrait,2075,1586,848084,wikiart,Ukiyo-e,The actor,train_and_test,TRUE,49930.jpg
Albrecht Altdorfer,1526,religious painting,1576,2088,473130,wikiart,Northern Renaissance,Crucifixion,train_and_test,TRUE,2853.jpg
Salvador Dali,1940,landscape,2056,1600,2174314,wikiart,Surrealism,Spider Of The Evening,train_and_test,TRUE,45611.jpg
Romul Nutiu,2011,abstract,1930,1704,914687,wikiart,Tachisme,The Legend,train_only,TRUE,82315.jpg
Theodor Severin Kittelsen,,genre painting,1955,1682,728367,wikiart,Neo-Romanticism,Unknown title,train_and_test,TRUE,13147.jpg
Vasily Surikov,1895,sketch and study,1649,1994,1689181,wikiart,Realism,"The standard with the Mandylion kept in the Armoury of the Moscow Kremlin  (Study to ""The Conquest of Siberia by Yermak"")",train_and_test,TRUE,97925.jpg
Giorgio de Chirico,1926,allegorical painting,1577,2085,525397,wikiart,Metaphysical art,Archaeologists,train_and_test,TRUE,58837.jpg
Joshua Reynolds,1770,portrait,1644,2000,1059048,wikipedia,Rococo,Miss Mary Hickey,train_and_test,TRUE,75778.jpg
Vladimir Borovikovsky,1799,portrait,1644,2000,899283,wikiart,Rococo,Portrait of Elena Alexandrovna Naryshkina,train_and_test,TRUE,79957.jpg
Gustave Caillebotte,1878,cityscape,2011,1635,687246,wikiart,Impressionism,"Rue Halevy, Seen from the Sixth Floor",train_and_test,TRUE,86726.jpg
John Everett Millais,1851,genre painting,1506,2183,509791,wikiart,Romanticism,The Woodman's Daughter,train_and_test,TRUE,22302.jpg
Alfred Sisley,1880,landscape,2143,1534,1488355,wikiart,Impressionism,Snowy Weather at Veneux Nadon,train_and_test,TRUE,101689.jpg
Gustave Courbet,c.1862,landscape,2024,1624,325306,wikiart,Realism,Rocky Landscape,train_and_test,TRUE,30169.jpg
Joachim Patinir,1524,landscape,2024,1624,319543,wikiart,Northern Renaissance,Landscape with the Flight,train_only,TRUE,32538.jpg
Edgar Degas,1872,genre painting,2083,1578,552426,wikiart,Impressionism,Racehorses before the Stands,train_and_test,TRUE,29248.jpg
Jean-Michel Basquiat,1983,figurative,2111,1557,379101,wikiart,Neo-Expressionism,Formless,train_and_test,TRUE,34642.jpg
Paul Delvaux,1944,nude painting (nu),2158,1523,864054,wikiart,Surrealism,The Canape Vert ,train_and_test,TRUE,53846.jpg
Claude Monet,1872,landscape,2000,1643,214578,wikiart,Impressionism,"Boats at rest, at Petit-Gennevilliers",train_and_test,TRUE,42545.jpg
John Ruskin,1874,sketch and study,2784,1180,1088987,wikiart,Romanticism,The Tomb of Ilaria del Caretto at Lucca ,train_and_test,TRUE,95240.jpg
Joan Miro,1919,self-portrait,1565,2099,381519,wikiart,Fauvism,Self-Portrait,train_and_test,TRUE,13308.jpg
Felicien Rops,1882,illustration,1506,2181,1586048,wikiart,Symbolism,Illustration of 'Les Diaboliques',train_and_test,TRUE,48597.jpg
Konrad Witz,c.1444,religious painting,1576,2084,467982,wikipedia,Northern Renaissance,Crucifixion,train_and_test,TRUE,61547.jpg
Thomas Eakins,c.1863,nude painting (nu),2000,1642,1229185,wikipedia,Realism,Nude woman reclining on a couch  ,train_and_test,TRUE,60869.jpg
Claude Monet,1870,genre painting,2000,1642,260390,wikiart,Impressionism,Infantry Guards Wandering along the River,train_and_test,TRUE,44419.jpg
Moise Kisling,,portrait,1566,2097,333402,wikiart,Post-Impressionism,not identified,train_and_test,TRUE,17118.jpg
Henri Matisse,1912,interior,1367,2402,528587,wikiart,Expressionism,"Nasturtiums with ""The Dance"" (II) ",train_and_test,TRUE,28586.jpg
Max Weber,c.1916,genre painting,2056,1597,623211,wikiart,Cubism,Russian Ballet,train_and_test,TRUE,61222.jpg
Salvador Dali,,landscape,2052,1600,1745045,wikiart,Surrealism,Hannibal crossing the Aps,train_and_test,TRUE,43053.jpg
Paul Delvaux,1949,symbolic painting,2180,1506,1028781,wikiart,Surrealism,Ecce Homo ,train_and_test,TRUE,32840.jpg
Gustav Klimt,1898,allegorical painting,2024,1622,279484,wikiart,Symbolism,Bewegte Wasser,train_and_test,TRUE,58146.jpg
Pierre Bonnard,1908,genre painting,1594,2059,814839,wikiart,Intimism,Mirror on the Wash Stand,train_and_test,TRUE,77391.jpg
Jean-Michel Basquiat,1983,abstract,2094,1567,590124,wikiart,Neo-Expressionism,Pelptic Ulcer  ,train_and_test,TRUE,71135.jpg
Vincent van Gogh,1887,still life,1764,1860,996388,wikipedia,Post-Impressionism,"Vase with Flowers, Coffeepot and Fruit",train_and_test,TRUE,78851.jpg
John William Godward,1896,nude painting (nu),1259,2606,740854,wikiart,Neoclassicism,Campaspe,train_and_test,TRUE,92956.jpg
Vincent van Gogh,1888,landscape,2024,1621,1219896,wikiart,Post-Impressionism,View of Arles with Trees in Blossom,train_and_test,TRUE,102958.jpg
Otto Dix,1921,portrait,1448,2265,359392,wikiart,Verism,Mother with Child,train_and_test,TRUE,42431.jpg
Albrecht Durer,,religious painting,1576,2081,482233,wikiart,Northern Renaissance,St. Anna,train_and_test,TRUE,28380.jpg
El Greco,c.1610,religious painting,1576,2081,319042,wikiart,Mannerism (Late Renaissance),Apostle St. Andrew,train_and_test,TRUE,8210.jpg
Pierre-Paul Prud'hon,1822,religious painting,1395,2351,109973,wikiart,Romanticism,Crucifixion,train_and_test,TRUE,25965.jpg
Natori Shunsen,1926,yakusha-e,1512,2169,3258180,wikiart,Shin-hanga,Ichikawa Sansho as a Sweetmeat Peddler,train_and_test,TRUE,69412.jpg
Yves Klein,1961,figurative,2268,1446,713892,wikiart,Nouveau Réalisme,People begin to fly,train_only,TRUE,19487.jpg
Pierre-Auguste Renoir,,genre painting,1579,2076,683268,wikiart,Impressionism,In the Garden,train_and_test,TRUE,49928.jpg
Anthony van Dyck,,religious painting,1639,2000,383817,wikiart,Baroque,Saint John the Baptist in the Wilderness,train_and_test,TRUE,30517.jpg
Franz Stuck,,portrait,1782,1839,1200446,wikiart,Symbolism,Portrait of a Lady with lace collar,train_and_test,TRUE,13016.jpg
Katsushika Hokusai,,portrait,2552,1284,996717,wikiart,Ukiyo-e,Portrait of Chino Hyogo seated at his writing desk,train_and_test,TRUE,67683.jpg
Martin Johnson Heade,1869,landscape,2505,1308,1713641,wikiart,Luminism,Sunrise in Nicaragua,train_and_test,TRUE,38841.jpg
Sandro Botticelli,1490,religious painting,1197,2737,726187,wikiart,Early Renaissance,Saint Jean Baptiste,train_and_test,TRUE,20495.jpg
Edvard Munch,1901,genre painting,1717,1908,416933,wikiart,Expressionism,The Girls on the Bridge,train_and_test,TRUE,40098.jpg
Amedeo Modigliani,,nude painting (nu),1428,2294,163362,wikiart,Expressionism,Large Seated nude,train_and_test,TRUE,70261.jpg
Pierre Bonnard,1909,landscape,2116,1548,484909,wikiart,Post-Impressionism,Landscape with freight train,train_and_test,TRUE,44286.jpg
Paolo Uccello,1440,religious painting,2024,1618,368604,wikiart,Early Renaissance,"Scene Temple, Mary",train_and_test,TRUE,36889.jpg
Vincent van Gogh,c.1888,still life,2024,1618,920216,wikiart,Post-Impressionism,Still Life with Pears,train_and_test,TRUE,53714.jpg
Vincent van Gogh,1890,landscape,2024,1618,1427383,wikiart,Post-Impressionism,Cottages and Cypresses Reminiscence of the North ,train_and_test,TRUE,28203.jpg
Otto Dix,,allegorical painting,1793,1826,265440,wikiart,Verism,The sailor,train_and_test,TRUE,51370.jpg
Hans Holbein the Younger,1542,portrait,1576,2077,306106,wikiart,Northern Renaissance,Portrait of Nobleman with a falcon,train_and_test,TRUE,92281.jpg
Edgar Degas,1892,nude painting (nu),2228,1469,662801,wikiart,Impressionism,Woman washing in the bath,train_and_test,TRUE,25988.jpg
Carl Spitzweg,c.1845,genre painting,2024,1617,557007,wikiart,Biedermeier,Englishman in the Campagna,train_and_test,TRUE,23941.jpg
Marc Chagall,1968,genre painting,1827,1791,613445,wikiart,Surrealism,The Players,train_and_test,TRUE,102647.jpg
Jacob Jordaens,1645,mythological painting,2556,1280,876348,wikiart,Baroque,Neptune Creating the Horse,train_and_test,TRUE,11549.jpg
Gustave Caillebotte,1878,genre painting,2001,1635,500571,wikiart,Impressionism,"Place Saint Augustin, Misty Weather",train_and_test,TRUE,36645.jpg
Richard Diebenkorn,,abstract,1634,2002,722443,wikiart,Abstract Expressionism,Berkeley ,train_and_test,TRUE,27799.jpg
Henri Rousseau,1906,allegorical painting,1448,2259,322398,wikiart,Naïve Art (Primitivism),Liberty Inviting Artists to Take Part in the 22nd Exhibition of the Society of Independent Artists,train_and_test,TRUE,43540.jpg
Vincent van Gogh,1890,landscape,2024,1616,1969308,wikiart,Post-Impressionism,The Plain at Auvers,train_and_test,TRUE,29736.jpg
Claude Monet,1881,landscape,2000,1635,877015,wikiart,Impressionism,"The Hut at Trouville, Low Tide",train_and_test,TRUE,52377.jpg
Georgia O'Keeffe,1944,figurative,1546,2115,140164,wikiart,Precisionism,Pelvis II,train_and_test,TRUE,17810.jpg
Vincent van Gogh,1886,flower painting,1620,2018,978286,wikiart,Post-Impressionism,Vase with Gladioli,train_and_test,TRUE,12594.jpg
Sir Lawrence Alma-Tadema,1871,portrait,1594,2050,269841,wikiart,Romanticism,The Epps Family Screen,train_and_test,TRUE,39650.jpg
Jean-Michel Basquiat,1983,,2085,1567,530523,wikiart,Neo-Expressionism,FALSE,train_and_test,TRUE,60393.jpg
Michelangelo,c.1530,genre painting,2200,1485,531105,wikipedia,High Renaissance,Archers shooting at a herm,train_and_test,TRUE,19262.jpg
William Hogarth,c.1730,portrait,2024,1614,252504,wikipedia,Rococo,The Fountaine Family,train_and_test,TRUE,98185.jpg
Childe Hassam,1904,still life,1957,1669,421364,wikiart,Impressionism,"Still Life, Fruits",train_and_test,TRUE,43659.jpg
Edgar Degas,1895,genre painting,2049,1594,510435,wikiart,Impressionism,Combing the Hair,train_and_test,TRUE,92005.jpg
Miguel Cabrera,1763,religious painting,1633,2000,1480662,wikiart,Baroque,Santa Gertrudis ,train_and_test,TRUE,31703.jpg
Salvador Dali,1938,landscape,2040,1600,2132275,wikiart,Surrealism,The Transparent Simulacrum of the Feigned Image,train_and_test,TRUE,95588.jpg
Claude Monet,1882,landscape,2000,1632,2752120,wikiart,Impressionism,Cliff at Dieppe,train_and_test,TRUE,91985.jpg
Childe Hassam,1903,genre painting,2000,1632,1388417,wikiart,Impressionism,Lumbering,train_and_test,TRUE,81632.jpg
John Marin,1935,landscape,2040,1600,768170,wikiart,Expressionism,From Seeing Cape Split,train_and_test,TRUE,68029.jpg
Albrecht Durer,,sketch and study,1576,2071,593089,wikiart,Northern Renaissance,Head of Paul,train_and_test,TRUE,40229.jpg
Maurice Prendergast,c.1913,genre painting,1847,1767,513678,wikiart,Post-Impressionism,The Promenade,train_and_test,TRUE,51778.jpg
Jean Auguste Dominique Ingres,,portrait,1610,2027,283507,wikiart,Neoclassicism,The Reverend Joseph Church,train_and_test,TRUE,93434.jpg
John Ruskin,1854,landscape,1760,1854,2181203,wikiart,Romanticism,Rocks and Vegetation. Chamonix ,train_and_test,TRUE,73871.jpg
Vincent van Gogh,1890,genre painting,1611,2025,1066311,wikiart,Post-Impressionism,Prisoners Exercising (Prisoners Round),train_and_test,TRUE,63936.jpg
Vladimir Borovikovsky,1810,portrait,1631,2000,1534290,wikiart,Rococo,Portrait of Yuri F. Lisyansky,train_and_test,TRUE,21675.jpg
Gustave Moreau,c.1880,allegorical painting,1571,2076,681101,wikiart,Symbolism,Night,train_and_test,TRUE,61196.jpg
Katsushika Hokusai,,genre painting,2174,1500,932543,wikiart,Ukiyo-e,A merchant making up the account,train_and_test,TRUE,61951.jpg
Salvador Dali,1938,symbolic painting,2038,1600,1802063,wikiart,Surrealism,The Endless Enigma,train_and_test,TRUE,74408.jpg
Vincent van Gogh,1885,landscape,2024,1611,915386,wikipedia,Realism,Country Churchyard and Old Church Tower ,train_and_test,TRUE,578.jpg
Claude Monet,1884,landscape,2000,1630,377646,wikiart,Impressionism,"Banks of the Seine at Jeufosse, Autumn",train_and_test,TRUE,6072.jpg
William Holman Hunt,1876,religious painting,2318,1406,2148175,wikiart,Romanticism,The Triumph of the Innocents,train_and_test,TRUE,25099.jpg
Carlo Crivelli,c.1480,religious painting,1000,3259,324742,wikiart,Early Renaissance,Saint Roch,train_and_test,TRUE,22681.jpg
Koloman Moser,c.1903,design,1752,1860,1774835,wikiart,Art Nouveau (Modern),Drafts for the exlibris for Fritz Waerndorfer,train_and_test,TRUE,52164.jpg
Utagawa Kuniyoshi,,genre painting,2066,1577,847951,wikiart,Ukiyo-e,Woman selling decorative bowls,train_and_test,TRUE,49049.jpg
Jacek Malczewski,,mythological painting,1638,1989,2177215,wikiart,Art Nouveau (Modern),Bacchante (Portrait of Maria Bal),train_and_test,TRUE,46081.jpg
Bernardo Strozzi,,religious painting,1600,2036,1943271,wikiart,Baroque,Madonna della pappa,train_only,TRUE,27221.jpg
Richard Diebenkorn,,abstract,1622,2008,513070,wikiart,Abstract Expressionism,Urbana No. 6,train_and_test,TRUE,88801.jpg
Jacek Malczewski,,religious painting,1639,1987,2423487,wikiart,Art Nouveau (Modern),Christ in Emmaus,train_and_test,TRUE,80328.jpg
Eugene Delacroix,1838,portrait,1576,2066,356569,wikiart,Romanticism,Portrait of George Sand,train_and_test,TRUE,92548.jpg
Konrad Witz,c.1440,religious painting,1576,2066,367239,wikipedia,Northern Renaissance,Annunciation,train_and_test,TRUE,67264.jpg
Theophile Steinlen,1901,illustration,1628,2000,1027735,wikiart,Art Nouveau (Modern),Il n’y est pas ,train_and_test,TRUE,24214.jpg
Alfred Stevens,,genre painting,1628,2000,873408,wikiart,Romanticism,Widow,train_only,TRUE,94875.jpg
Pierre-Paul Prud'hon,1817,portrait,1433,2272,159319,wikiart,Neoclassicism,Portrait of Charles Maurice de Talleyrand-Perigord ,train_and_test,TRUE,43132.jpg
Eugene Boudin,,genre painting,2196,1482,374135,wikiart,Impressionism,"Trouville, scene on the beach",train_and_test,TRUE,42180.jpg
Joshua Reynolds,,portrait,1627,2000,806145,wikiart,Rococo,Portrait of Bridget Moris in a White Silk Dress,train_and_test,TRUE,60015.jpg
William-Adolphe Bouguereau,1875,nude painting (nu),1264,2574,2187367,wikiart,Neoclassicism,After the Bath,train_and_test,TRUE,86196.jpg
Pierre-Paul Prud'hon,1791,portrait,1561,2084,172592,wikiart,Neoclassicism,The Man in the Riding Habit,train_and_test,TRUE,28940.jpg
Carl Spitzweg,,genre painting,1576,2064,345368,wikipedia,Orientalism,Harem,train_and_test,TRUE,20827.jpg
William Hogarth,1755,genre painting,2024,1607,271355,wikiart,Rococo,The Banquet,train_and_test,TRUE,95490.jpg
Gustave Moreau,,mythological painting,1569,2073,308207,wikiart,Symbolism,Silver Age (Orpheus),train_and_test,TRUE,68958.jpg
Gustave Caillebotte,1872,genre painting,2229,1459,626964,wikiart,Impressionism,A Road in Naples,train_and_test,TRUE,26487.jpg
Cornelis Vreedenburgh,1925,cityscape,2000,1626,998536,wikiart,Impressionism,A View of the Montelbaanstoren Amsterdam,train_and_test,TRUE,73784.jpg
Gustave Caillebotte,1879,still life,2001,1625,586255,wikiart,Impressionism,Still Life,train_and_test,TRUE,87987.jpg
Mikhail Vrubel,1905,literary painting,2139,1520,1365995,wikiart,Symbolism,The Six Winged Seraph,train_and_test,TRUE,91208.jpg
Leonardo da Vinci,c.1492,sketch and study,1557,2088,2757109,wikiart,High Renaissance,Coition of a Hemisected Man and Woman,train_and_test,TRUE,78564.jpg
Jusepe de Ribera,1626,mythological painting,2024,1606,195609,wikipedia,Tenebrism,Drunken Silenus,train_and_test,TRUE,63744.jpg
David Kakabadze,1942,genre painting,2112,1539,1204323,wikiart,Expressionism,Demonstration in Imereti,train_only,TRUE,81136.jpg
John Constable,1816,portrait,1576,2062,483002,wikiart,Romanticism,Portrait of Maria Bicknell,train_and_test,TRUE,14840.jpg
Paula Modersohn-Becker,1898,sketch and study,2256,1440,1724763,wikiart,Expressionism,Composition sketch for Seated Old,train_and_test,TRUE,11117.jpg
August Macke,1914,landscape,2024,1605,219671,wikiart,Orphism,Gorge,train_and_test,TRUE,51773.jpg
Claude Monet,1884,landscape,2000,1624,2663157,wikiart,Impressionism,The Valley of the Nervia with Dolceacqua,train_and_test,TRUE,38074.jpg
Salvador Dali,1932,landscape,2030,1600,1417941,wikiart,Surrealism,Diurnal Fantasies,train_and_test,TRUE,41690.jpg
Richard Diebenkorn,,abstract,1631,1991,585730,wikiart,Abstract Expressionism,Berkeley No. 23,train_and_test,TRUE,97951.jpg
Lucas Cranach the Elder,,religious painting,1057,3072,766457,wikiart,Northern Renaissance,St. Catherine,train_and_test,TRUE,6025.jpg
Richard Parkes Bonington,,cityscape,2156,1506,3079159,wikiart,Romanticism,"Venice Grand Canal, Sunset",train_and_test,TRUE,80086.jpg
